time,KPN Trade Volume,10day MA,1 Week momentum,GTO Close,ATC Close,output
0,17237738,2.7233,0.045607,83.720001,1.05933,2.693
1,21724387,2.722,-0.040445,83.029999,1.0749,2.565
2,67443132,2.7103,-0.113588,83.889999,1.06285,2.634
3,22368951,2.7017,-0.048189,84.07,1.0749,2.72
4,19410001,2.6997,0.021514,86.669998,1.0749,2.717
5,14468636,2.7017,-0.006884,85.190002,1.08805,2.69
6,13512027,2.7017,-0.098959,85.080002,1.09528,2.669
7,13373823,2.6991,-0.104,86.239998,1.09528,2.608
8,56514422,2.6874,-0.085,85.279999,1.1027,2.634
9,19695054,2.6703,0.069,85.900002,1.1027,2.589
10,13252721,2.6519,-0.045,85.309998,1.1014,2.616
11,11537088,2.6442,-0.104,85,1.11567,2.707
12,14077345,2.6584,-0.01,84.879997,1.11011,2.67
13,16940832,2.662,-0.02,82.769997,1.11567,2.698
14,13664940,2.6598,0.029,79.120003,1.10826,2.712
15,12220025,2.6593,0.104,81.059998,1.11048,2.706
16,16831939,2.6609,0.072,81.400002,1.15644,2.659
17,10269929,2.6599,0.07,81.870003,1.1531,2.612
18,13650653,2.6603,-0.004,81.029999,1.162,2.594
19,16346579,2.6563,-0.113,81.300003,1.16015,2.585
20,10679011,2.6559,-0.085,81.5,1.16756,2.527
21,17065166,2.647,-0.171,78.089996,1.1494,2.577
22,16632655,2.634,-0.135,79.150002,1.16756,2.587
23,12543955,2.6257,-0.119,81.239998,1.16422,2.64
24,17965219,2.6199,-0.019,84.580002,1.11567,2.616
25,13954540,2.6103,0.004,82.010002,1.09751,2.63
26,15393073,2.6027,0.036,79.300003,1.01967,2.66
27,11391249,2.6028,0.075,79.919998,1.04524,2.67
28,13306017,2.6086,0.143,79.830002,1.05636,2.666
29,13687634,2.6158,0.089,80.910004,1.03524,2.595
30,21365703,2.6168,0.008,80.230003,1.11196,2.637
31,12840338,2.6278,-0.003,81.449997,1.13049,2.69
32,10584793,2.6391,0.074,81.129997,1.18609,2.683
33,12292806,2.6487,0.053,80.269997,1.22872,2.65
34,14390313,2.6497,-0.01,80.919998,1.19721,2.663
35,46217172,2.6544,-0.007,82.730003,1.19795,2.551
36,28896247,2.6465,-0.115,82.769997,1.15644,2.538
37,22618838,2.6343,-0.057,83.910004,1.16015,2.511
38,18833792,2.6184,-0.126,84.660004,1.1746,2.487
39,20029588,2.6005,-0.203,84.230003,1.19351,2.565
40,19120897,2.5975,-0.118,84.400002,1.17497,2.565
41,14549112,2.5903,-0.085,84.540001,1.19869,2.59
42,30938601,2.5803,-0.073,86.410004,1.1898,2.611
43,23102727,2.5731,0.06,85.599998,1.18053,2.53
44,24615364,2.5611,-0.008,85.910004,1.162,2.516
45,20153208,2.5464,0.005,86.150002,1.11715,2.516
46,13222615,2.5429,0.029,86.900002,1.2454,2.477
47,17950556,2.5368,-0.088,85.830002,1.30618,2.505
48,14606047,2.5362,-0.06,85.110001,1.31953,2.485
49,10420049,2.536,-0.105,84.730003,1.31582,2.435
50,20628539,2.523,-0.176,83.309998,1.31397,2.416
51,26416735,2.5081,-0.114,81.480003,1.31656,2.361
52,21170604,2.4852,-0.155,81.860001,1.31953,2.412
53,15734481,2.4653,-0.104,82.489998,1.31953,2.467
54,19120942,2.459,-0.01,84.589996,1.33917,2.496
55,16752012,2.457,-0.009,85.230003,1.40107,2.497
56,11972709,2.4551,0.012,84.449997,1.48262,2.511
57,17552960,2.4585,0.076,82.300003,1.53451,2.464
58,18942312,2.4544,0.048,78.959999,1.54822,2.448
59,11383333,2.4507,0.087,79.43,1.53451,2.513
60,11478121,2.4585,0.101,80.589996,1.52413,2.562
61,19349067,2.4731,0.095,80.699997,1.52672,2.637
62,27256495,2.5007,0.141,79.919998,1.54377,2.61
63,14646981,2.5205,0.113,80.07,1.55675,2.6
64,17664326,2.5338,0.089,78.089996,1.60938,2.6
65,12503187,2.5442,0.136,76.669998,1.63051,2.573
66,15128206,2.5518,0.125,76.669998,1.60827,2.583
67,10193638,2.559,0.07,77.089996,1.62161,2.644
68,13874864,2.577,0.082,78.900002,1.66424,2.644
69,11990438,2.5966,0.007,78.230003,1.66479,2.664
70,13061564,2.6117,0.054,78,1.642,2.623
71,15645570,2.6178,0.023,77.480003,1.67906,2.647
72,16800048,2.6188,0.047,76.720001,1.71594,2.669
73,9711159,2.6247,0.096,77.779999,1.72502,2.653
74,13498286,2.63,0.07,79.199997,1.77914,2.632
75,10396561,2.6332,-0.012,77.639999,1.8403,2.639
76,10717711,2.6398,-0.005,77.660004,1.85327,2.672
77,12604991,2.6487,0.008,77.300003,1.89033,2.694
78,5602812,2.6537,0.071,78.410004,1.89886,2.729
79,25796178,2.6622,0.082,80,1.9122,2.731
80,12053184,2.6689,0.062,80.699997,1.89404,2.701
81,10862435,2.6767,0.048,80.120003,1.91888,2.711
82,19580258,2.6831,0.079,79.650002,1.97559,2.666
83,14810270,2.6828,0.027,79.459999,2.02006,2.634
84,11943154,2.6809,-0.038,80.32,2.05342,2.637
85,10649977,2.6814,-0.057,80.900002,2.05713,2.629
86,17770443,2.6804,-0.1,81.910004,2.05528,2.759
87,39061177,2.6891,0.028,82.160004,2.08233,2.736
88,13447017,2.6933,0.035,81.959999,2.07566,2.759
89,13738003,2.6963,0.048,83.580002,2.06084,2.736
90,13742637,2.6968,0.07,82.739998,1.93852,2.723
91,7331842,2.699,0.089,82.599998,1.93852,2.748
92,12858784,2.7027,0.111,82.540001,1.96447,2.723
93,15532806,2.7084,0.094,82.5,1.93667,2.769
94,17414413,2.7219,0.01,82.209999,1.94482,2.759
95,16234667,2.7341,0.023,81.419998,1.94111,2.736
96,16050260,2.7448,-0.023,80.790001,1.95038,2.718
97,20345241,2.7407,-0.018,78.470001,1.96521,2.683
98,8726157,2.7354,-0.04,77.089996,1.96447,2.675
99,8700727,2.727,-0.073,77.419998,1.89033,2.68
100,12315317,2.7214,-0.043,76.150002,1.88996,2.604
101,19355685,2.7095,-0.165,75.150002,1.89033,2.658
102,13602912,2.7005,-0.101,75.050003,1.88477,2.661
103,14289915,2.6943,-0.075,75.699997,1.88589,2.638
104,10669194,2.6812,-0.08,76.410004,1.88292,2.587
105,46365491,2.664,-0.096,76.279999,1.83974,2.594
106,24406969,2.6498,-0.081,77.050003,1.83103,2.533
107,14803489,2.6313,-0.147,77.129997,1.82139,2.461
108,22040334,2.6091,-0.143,75.139999,1.7986,2.417
109,16694863,2.5833,-0.241,74.739998,1.76098,2.453
110,15521235,2.5606,-0.208,77,1.74207,2.38
111,22796640,2.5382,-0.258,74.709999,1.72317,2.369
112,21105660,2.5093,-0.218,73.949997,1.70223,2.37
113,16019469,2.4802,-0.224,74.330002,1.70371,2.316
114,20717530,2.448,-0.217,74,1.67721,2.41
115,23255178,2.4303,-0.051,74.120003,1.67017,2.391
116,20248309,2.41,-0.026,73.599998,1.65478,2.372
117,27473174,2.3939,-0.081,73.720001,1.63755,2.398
118,13898373,2.3876,0.018,73.410004,1.63922,2.399
119,14891807,2.3858,0.03,74.150002,1.64941,2.369
120,15481034,2.3774,-0.001,74.019997,1.66034,2.387
121,12719499,2.3781,0.071,74.75,1.642,2.36
122,13644117,2.3772,-0.05,72.650002,1.64422,2.315
123,16862114,2.3717,-0.076,71.510002,1.60697,2.282
124,19811570,2.3683,-0.09,73.010002,1.61142,2.388
125,33030027,2.3661,-0.01,72.800003,1.58714,2.384
126,14952051,2.3654,-0.015,72.959999,1.58844,2.35
127,14112509,2.3632,-0.019,72.290001,1.56472,2.377
128,13469997,2.3611,-0.01,70.400002,1.54007,2.45
129,19144730,2.3662,0.09,71.300003,1.56564,2.488
130,19482511,2.3781,0.173,70.519997,1.5712,2.525
131,17039024,2.3919,0.243,69.269997,1.59381,2.522
132,13741237,2.4081,0.134,72.5,1.64978,2.536
133,10953050,2.4302,0.152,73.190002,1.70501,2.478
134,9989003,2.4498,0.128,72.440002,1.73837,2.508
135,8515535,2.4618,0.131,72.209999,1.70501,2.472
136,9247950,2.4706,0.022,73.870003,1.66794,2.444
137,10953094,2.48,-0.044,73.449997,1.67814,2.453
138,5634831,2.4876,-0.072,74.82,1.68648,2.483
139,5895621,2.4909,-0.039,75.349998,1.70871,2.494
140,6668919,2.4915,-0.042,74.879997,1.73114,2.513
141,6379093,2.4903,0.035,75.290001,1.74207,2.494
142,7055559,2.4875,-0.014,76.410004,1.748,2.518
143,3261598,2.4857,0.046,77.400002,1.76061,2.497
144,7479778,2.4876,0.053,77.730003,1.76135,2.517
145,8427813,2.4885,0.064,77.639999,1.76302,2.484
146,6567106,2.4897,0.001,75.769997,1.76617,2.525
147,13406943,2.4978,0.031,74.510002,1.80138,2.545
148,10551869,2.507,0.032,74.349998,1.76394,2.545
149,10075322,2.5132,0.051,74.050003,1.74207,2.567
150,10169615,2.5205,0.049,73.980003,1.73744,2.581
151,10726326,2.5273,0.084,73.830002,1.73837,2.557
152,12824053,2.5336,0.04,73.110001,1.72873,2.561
153,6568396,2.5379,0.077,73.160004,1.7013,2.561
154,10539093,2.5443,0.036,72.75,1.67498,2.527
155,11599174,2.5453,-0.018,73.559998,1.66053,2.531
156,5727464,2.55,-0.014,73.419998,1.6457,2.501
157,5620843,2.5476,-0.066,74.239998,1.67739,2.445
158,7598179,2.5376,-0.136,73.230003,1.67165,2.455
159,10413613,2.5286,-0.102,72.25,1.64941,2.478
160,10565932,2.5197,-0.083,71.919998,1.65497,2.462
161,9499757,2.5078,-0.099,71.989998,1.64607,2.497
162,17574382,2.5018,-0.03,71.25,1.59974,2.495
163,7533509,2.4952,-0.036,70.940002,1.58547,2.44
164,8599538,2.4831,-0.061,71.32,1.5675,2.429
165,11228123,2.4733,-0.016,71.879997,1.56638,2.43
166,11618198,2.4632,-0.025,73.510002,1.56305,2.485
167,13118234,2.4616,0.007,72.779999,1.54007,2.521
168,10780304,2.4692,0.059,72.599998,1.55934,2.537
169,11049673,2.4774,0.04,72.68,1.55415,2.49
170,10638293,2.4786,-0.005,71.910004,1.53173,2.415
171,11942568,2.4739,-0.025,70.669998,1.5119,2.485
172,15720404,2.4727,0.056,70.660004,1.54785,2.509
173,8719350,2.4741,0.079,70.139999,1.54748,2.472
174,7542675,2.4773,-0.013,69.449997,1.59956,2.402
175,15417809,2.4746,-0.119,67.800003,1.57639,2.384
176,13721638,2.47,-0.153,67.879997,1.58269,2.347
177,15112215,2.4562,-0.143,67.18,1.62346,2.293
178,12383257,2.4334,-0.122,66.550003,1.60845,2.334
179,16688455,2.4131,-0.151,66.690002,1.65478,2.236
180,23936945,2.3877,-0.273,66,1.63866,2.179
181,31555957,2.3641,-0.293,66.43,1.60697,2.23
182,21490537,2.3386,-0.172,59.139999,1.63829,2.268
183,16097756,2.3145,-0.116,59.169998,1.6079,2.319
184,17743160,2.2992,-0.028,60.849998,1.63254,2.283
185,14632838,2.2873,-0.01,63.049999,1.66201,2.314
186,13848928,2.2803,-0.02,60.240002,1.67739,2.392
187,21599153,2.2848,0.156,60,1.66794,2.395
188,15907735,2.295,0.216,58.740002,1.70501,2.506
189,27021517,2.3122,0.276,57.560001,1.75134,2.548
190,26564413,2.3434,0.28,58.279999,1.76246,2.592
191,21208081,2.3847,0.273,60.689999,1.77673,2.617
192,26358983,2.4234,0.334,61.009998,1.84178,2.603
193,16051601,2.4569,0.289,61.290001,1.81917,2.55
194,14797833,2.48,0.158,60.5,1.87514,2.595
195,15079280,2.5112,0.2,62.360001,1.85883,2.553
196,14626369,2.5351,0.047,62.16,1.88663,2.564
197,9707456,2.5523,0.016,61.259998,1.87328,2.553
198,10549800,2.5681,-0.039,61.68,1.87254,2.6
199,21784842,2.5775,-0.017,62.360001,1.83288,2.591
200,17865084,2.5818,-0.012,61.259998,1.81639,2.595
201,20290675,2.5821,0.045,61.709999,1.80879,2.586
202,11709353,2.579,-0.009,64.849998,1.79508,2.632
203,10237017,2.5819,0.079,65.300003,1.77562,2.681
204,14462851,2.595,0.117,65.699997,1.71464,2.689
205,17948621,2.6044,0.136,65.379997,1.72725,2.678
206,12850003,2.6169,0.078,66.139999,1.74041,2.688
207,19086369,2.6293,0.097,65.790001,1.8162,2.586
208,22653842,2.6326,-0.009,65.870003,1.79081,2.623
209,20646420,2.6349,0.037,67.059998,1.87736,2.648
210,13707958,2.6406,0.016,68.650002,1.94593,2.706
211,12347782,2.6517,0.025,67.580002,1.97188,2.67
212,16760210,2.6601,-0.019,68.32,2.00524,2.641
213,11382893,2.661,-0.037,68.279999,2.16499,2.654
214,13511545,2.6583,-0.034,68.540001,2.18093,2.65
215,9702578,2.6544,0.064,66.470001,2.20947,2.624
216,14154339,2.649,0.001,65.529999,2.21354,2.656
217,13966891,2.6458,0.008,66.010002,2.27915,2.625
218,10563477,2.6497,-0.081,64.949997,2.23356,2.575
219,14838934,2.6449,-0.095,65.120003,2.23912,2.564
220,15323211,2.6365,-0.077,63.860001,2.24246,2.559
221,8724832,2.6218,-0.095,64.389999,2.22985,2.489
222,14550675,2.6037,-0.161,62.889999,2.2154,2.481
223,14746175,2.5877,-0.143,61.509998,2.14979,2.531
224,19461842,2.5754,-0.125,64.709999,2.12941,2.508
225,11527922,2.5612,-0.117,63.529999,2.11866,2.612
226,20054926,2.56,0.037,66.419998,2.20539,2.63
227,25304117,2.5574,0.066,66.370003,2.18686,2.648
228,10330696,2.5597,0.089,66.940002,2.2988,2.657
229,6724776,2.5679,0.168,68.410004,2.31992,2.642
230,1394192,2.5757,0.161,67.949997,2.31659,2.638
231,4933167,2.5836,0.107,68.110001,2.34846,2.613
232,5831279,2.596,0.105,68.089996,2.38516,2.628
233,1654595,2.6107,0.016,67.93,2.41889,2.587
234,7426023,2.6163,-0.043,68.18,2.41222,2.519
235,14117404,2.6174,-0.129,67.220001,2.34883,2.523
236,15392012,2.6085,-0.134,66.400002,2.26655,2.528
237,10042479,2.5983,-0.114,65.760002,2.27915,2.57
238,13077506,2.5905,-0.068,68.139999,2.26099,2.54
239,12458585,2.5788,-0.073,67.040001,2.2836,2.53
240,12524817,2.5676,-0.098,68.239998,2.29212,2.524
241,15341519,2.5562,-0.063,66.32,2.36959,2.475
242,15936010,2.5424,-0.044,65.059998,2.39924,2.485
243,16185919,2.5281,-0.038,66.089996,2.38886,2.579
244,39558331,2.5273,0.051,65.949997,2.42445,2.644
245,14674247,2.5398,0.074,65.080002,2.43705,2.671
246,12475294,2.5546,0.131,64.900002,2.45484,2.683
247,18378473,2.5701,0.153,64.870003,2.40925,2.709
248,19025664,2.584,0.185,63.110001,2.41629,2.765
249,28842151,2.6065,0.29,62.119999,2.58716,2.71
250,15691699,2.6245,0.225,62.509998,2.65314,2.703
251,10310318,2.6424,0.124,62.630001,2.66574,2.687
252,11194131,2.6636,0.043,63.43,2.68168,2.75
253,16686031,2.6901,0.079,63.950001,2.71022,2.747
254,24365672,2.7069,0.064,64.419998,2.74655,2.756
255,16227747,2.7181,0.047,63.139999,2.66723,2.795
256,24632255,2.7305,0.03,65.440002,2.80029,2.847
257,45786072,2.7469,0.137,66.160004,2.8911,2.831
258,21190210,2.7591,0.128,65.559998,2.93706,2.849
259,20870277,2.7675,0.162,65.400002,2.94596,2.844
260,14860055,2.7809,0.094,65.400002,2.8759,2.978
261,31600818,2.8084,0.231,65.459999,2.8848,3.024
262,25512796,2.8421,0.268,67.050003,2.953,3.019
263,26607638,2.869,0.224,69.010002,2.93261,3.072
264,26772643,2.9015,0.225,70.730003,2.8911,3.078
265,10322476,2.9337,0.247,70.660004,2.97005,3.069
266,18446607,2.9611,0.22,70.510002,2.97783,3.02
267,31735986,2.9784,0.176,71.699997,3.06605,3.038
268,12434303,2.9991,0.06,72.620003,3.10608,3.007
269,16648406,3.0149,-0.017,69.93,3.09385,2.991
270,13675108,3.0296,-0.028,69.529999,3.11349,2.99
271,12093313,3.0308,-0.082,69.410004,3.11757,3.038
272,12952518,3.0322,-0.04,71.349998,3.15056,3.039
273,9185892,3.0342,-0.03,72.470001,3.25249,3.052
274,14919255,3.0322,0.032,72.540001,3.30253,3.073
275,11597461,3.0317,0.035,72.489998,3.41224,3.036
276,11018051,3.0284,0.029,72.449997,3.36739,3.09
277,23135408,3.0354,0.099,72.199997,3.46821,3.077
278,11302064,3.0393,0.087,70.339996,3.52455,3.067
279,17498358,3.0453,0.029,70.800003,3.59127,3.056
280,14051606,3.0518,0.017,71.080002,3.42632,3.01
281,13156613,3.0538,-0.042,69.779999,3.45116,3.084
282,11187251,3.0584,0.011,70.610001,3.70394,3.078
283,8196341,3.0623,0.042,72.849998,3.75287,3.068
284,7963325,3.0639,-0.022,73.940002,3.81773,3.05
285,10330962,3.0616,-0.027,74.309998,3.87333,3.028
286,15835804,3.0608,-0.039,75.199997,3.81773,3.011
287,10519382,3.0529,-0.045,75.620003,3.85851,3.003
288,10347870,3.0455,-0.007,76.370003,3.84553,3.046
289,16617215,3.0434,-0.038,76.519997,3.81959,3.057
290,6077601,3.0435,-0.021,75.940002,3.68986,3.119
291,13075457,3.0544,0.051,76.040001,3.63055,3.181
292,22117515,3.0641,0.131,74.120003,3.60238,3.227
293,20792168,3.079,0.199,73.900002,3.64946,3.265
294,27373730,3.0987,0.254,73.18,3.6628,3.282
295,15239905,3.1219,0.279,75.550003,3.7399,3.159
296,25079905,3.135,0.113,74.169998,3.73804,3.241
297,21462466,3.158,0.184,75.75,3.7436,3.33
298,21082783,3.1907,0.211,75.620003,3.81773,3.345
299,15336610,3.2206,0.164,77,3.86407,3.288
300,13600618,3.2437,0.061,76.510002,3.87519,3.329
301,10663450,3.2647,0.064,77.400002,3.95858,3.354
302,13172834,3.282,0.072,78.269997,4.02715,3.423
303,15051348,3.3016,0.264,78.620003,4.00306,3.385
304,14800740,3.3136,0.144,79.419998,3.98082,3.365
305,15303525,3.3219,0.035,80.059998,3.92152,3.273
306,17351108,3.3333,-0.072,81.339996,3.84739,3.169
307,19171120,3.3261,-0.119,80.400002,3.73063,3.268
308,19627003,3.3199,-0.061,80.690002,3.71951,3.3
309,10053435,3.3154,-0.054,81.580002,3.81218,3.295
310,10006656,3.3161,-0.128,83.160004,3.72692,3.265
311,13144323,3.3097,-0.12,82.559998,3.71395,3.433
312,25477813,3.3176,0.068,82.629997,3.7399,3.448
313,15505034,3.3201,0.175,83.82,3.80847,3.361
314,19969982,3.3177,0.192,82.57,3.62462,3.264
315,19265544,3.3076,-0.004,81.199997,3.42225,3.309
316,22857615,3.3112,0.009,83.099998,3.49823,3.404
317,16528763,3.3347,0.109,83.75,3.59052,3.368
318,15412848,3.3447,0.103,83.190002,3.53381,3.312
319,17452887,3.3459,-0.121,80.089996,3.50416,3.344
320,17569444,3.3508,-0.104,79.709999,3.4949,3.4
321,13740888,3.3643,0.039,81.040001,3.45894,3.412
322,6959456,3.3622,0.148,80.93,3.56643,3.343
323,9916610,3.3517,0.034,80.220001,3.88631,3.322
324,12347334,3.3478,-0.082,80.040001,4.15318,3.332
325,7127265,3.3546,-0.036,80.949997,4.15318,3.396
326,14289869,3.3633,0.084,80.989998,4.24028,3.408
327,8264598,3.3637,0.064,81.699997,4.21804,3.486
328,15028328,3.3755,0.086,82.050003,4.28476,3.401
329,42812200,3.3844,-0.011,82.010002,4.78143,3.399
330,16755206,3.3899,0.056,82.519997,4.7592,3.411
331,15873730,3.391,0.089,82.019997,4.85927,3.356
332,5451626,3.3854,0.024,82.050003,4.86298,3.327
333,11373050,3.3838,-0.069,81.279999,4.54422,3.38
334,14018190,3.3896,-0.028,82.089996,4.54051,3.362
335,10918562,3.3926,-0.124,81.870003,4.52568,3.304
336,12389056,3.3834,-0.097,79.639999,4.39225,3.268
337,10474212,3.3694,-0.131,80.019997,4.52754,3.253
338,11777875,3.3461,-0.158,80.419998,4.35518,3.251
339,19901841,3.3311,-0.105,80.760002,4.24399,3.368
340,35680419,3.328,0.041,80.290001,4.22916,3.347
341,18408229,3.3216,-0.033,79.190002,4.16986,3.307
342,11459466,3.3167,-0.055,79.330002,4.14576,3.253
343,13151311,3.3093,-0.051,78.099998,4.14947,3.318
344,14933036,3.3031,0.05,79.290001,4.21063,3.313
345,10809891,3.2982,0.06,80.230003,4.35889,3.313
346,10241282,3.2991,0.062,80.220001,4.38113,3.239
347,12023687,3.2962,-0.129,79.410004,4.37001,3.185
348,20872822,3.2894,-0.162,79.690002,4.28847,3.182
349,11528836,3.2825,-0.125,80.050003,4.21433,3.212
350,13013886,3.2669,-0.041,81.669998,4.24955,3.203
351,12227268,3.2525,-0.115,82.190002,4.26623,3.368
352,19875686,3.2586,0.055,84.029999,4.80553,3.417
353,17241126,3.275,0.104,83.800003,4.8185,3.378
354,11037003,3.281,0.139,83.68,4.58684,3.437
355,22621071,3.2934,0.252,83.970001,4.86113,3.486
356,17260475,3.3107,0.304,84.870003,4.91672,3.437
357,25839291,3.3305,0.225,82.010002,4.65727,3.43
358,23262700,3.355,0.227,79.879997,4.57943,3.4
359,19564688,3.3768,0.032,82.059998,4.68136,3.357
360,13964091,3.3913,-0.06,80.089996,4.62761,3.373
361,11758339,3.4083,-0.005,78.68,4.5924,3.28
362,14746025,3.3995,-0.157,78.470001,4.61093,3.195
363,12569964,3.3773,-0.291,77.860001,4.3348,3.232
364,12739052,3.3627,-0.205,78.269997,4.18098,3.301
365,8109383,3.3491,-0.129,79.260002,4.25325,3.415
366,15213416,3.342,0.015,80.730003,4.3385,3.475
367,13107409,3.3458,0.118,82.239998,4.42561,3.524
368,14534334,3.3552,0.151,82.120003,4.48306,3.558
369,15517607,3.371,0.278,83.129997,4.53124,3.548
370,17091360,3.3901,0.353,78.949997,4.67951,3.593
371,17642513,3.4121,0.361,79.809998,4.77958,3.555
372,14757414,3.4396,0.254,79.349998,4.72028,3.543
373,10987369,3.4744,0.128,78.900002,4.67024,3.541
374,9507143,3.5053,0.066,78.589996,4.6758,3.568
375,11000923,3.532,0.044,79.300003,4.60352,3.539
376,11550091,3.5444,-0.019,79.010002,4.36816,3.456
377,11507330,3.5425,-0.092,77.580002,4.24213,3.471
378,9110586,3.5372,-0.122,78.419998,4.24769,3.598
379,24902979,3.5412,0.043,77.650002,4.4219,3.615
380,19624692,3.5479,0.072,79.010002,4.24399,3.6
381,17540487,3.5486,0.059,78.190002,4.26252,3.63
382,17581143,3.5561,0.062,78.260002,4.29032,3.616
383,14354645,3.5634,0.077,78.529999,4.35333,3.64
384,14851496,3.5733,0.184,78.5,4.48306,3.624
385,9090129,3.5789,0.153,78.589996,4.34221,3.582
386,8237813,3.5832,-0.016,78.129997,4.37557,3.62
387,8134851,3.5996,0.005,78.769997,4.20087,3.606
388,7980860,3.6131,0.006,78.25,4.2876,3.573
389,13754671,3.6106,-0.057,76.029999,3.98812,3.551
390,10083419,3.6042,-0.065,77.160004,3.92437,3.539
391,7393560,3.5981,-0.101,77.110001,3.92067,3.513
392,9706318,3.5864,-0.111,76.360001,3.85469,3.57
393,7370661,3.5818,-0.012,76.610001,3.96811,3.529
394,5997797,3.5707,-0.091,75.690002,4.0111,3.406
395,11893318,3.5489,-0.2,74.290001,3.77686,3.315
396,17416609,3.5222,-0.258,72.43,3.62415,3.158
397,39975177,3.476,-0.393,71.129997,3.47219,3.306
398,21775672,3.446,-0.233,73.620003,3.77686,3.312
399,17124696,3.4199,-0.201,73.849998,3.52111,3.445
400,17505149,3.4093,-0.125,64.790001,3.76426,3.45
401,12254042,3.4004,-0.079,62.82,3.76796,3.472
402,10303795,3.3963,0.066,64.199997,3.76944,3.382
403,14993893,3.3775,0.067,63.57,3.51222,3.423
404,11994047,3.3669,0.265,61.599998,3.49369,3.529
405,12023648,3.3792,0.223,62.279999,3.57967,3.497
406,15423146,3.3974,0.185,60.580002,3.47219,3.504
407,8171705,3.432,0.059,59.389999,3.51815,3.522
408,8559039,3.4536,0.072,59.470001,3.49146,3.508
409,16245645,3.4732,0.036,60.02,3.59376,3.303
410,69482886,3.459,-0.079,59.939999,3.53816,3.255
411,22785631,3.4395,-0.168,59.34,3.40992,3.257
412,15196731,3.418,-0.272,57.73,3.36544,3.257
413,15101562,3.4055,-0.24,58.450001,3.55076,3.315
414,18511040,3.3947,-0.189,58.450001,3.60784,3.311
415,14509629,3.3729,-0.211,59.450001,3.63231,3.311
416,30706500,3.3543,-0.197,59.919998,3.56188,3.391
417,21733194,3.343,0.088,59.34,3.53594,3.314
418,22848589,3.3222,0.059,59.799999,3.35803,3.34
419,15247279,3.3054,0.083,59.130001,3.17345,3.299
420,16776133,3.305,0.042,57.650002,3.16455,3.43
