time,KPN Trade Volume,10day MA,1 Week momentum,GTO Close,ATC Close,output
847,17525683,2.9623,0.107,52.639999,3.35062,3.05
848,9479860,2.9756,0.15,53.099998,3.30836,3.006
849,13908412,2.9807,0.07,53.110001,3.28761,3.033
850,19573815,2.9907,0.033,52.82,3.28464,3.053
851,18491178,3.006,0.062,53.150002,3.36322,3.052
852,13565914,3.0176,0.073,52.75,3.35432,3.048
853,7039632,3.0224,0.076,52.389999,3.30836,3.046
854,9062465,3.0279,0.006,52.049999,3.28909,3.027
855,10972613,3.0327,-0.023,51.360001,3.32541,3.02
856,11122091,3.0375,0.014,51.93,3.40399,3.022
857,11674621,3.0357,-0.011,52.189999,3.44847,3.002
858,11280245,3.0309,-0.051,51.529999,3.37434,3.008
859,11544347,3.0311,-0.044,52.049999,3.37582,3.03
860,18669509,3.0308,-0.018,54.650002,3.36248,2.954
861,22621253,3.0209,-0.092,54.599998,3.33579,2.981
862,20091853,3.0138,-0.046,55.25,3.37286,2.97
863,10769088,3.006,-0.05,55.360001,3.40399,2.966
864,10908443,2.998,-0.056,54.650002,3.35062,2.991
865,12331901,2.9944,-0.011,54.77,3.33876,3.029
866,19486965,2.9953,0.021,55.25,3.32764,2.926
867,30406542,2.9857,-0.104,55.150002,3.27945,2.903
868,18235078,2.9758,-0.051,54.290001,3.28464,2.848
869,27054674,2.9598,-0.133,53.650002,3.19346,2.834
870,18905852,2.9402,-0.136,53.610001,3.14825,2.806
871,18471672,2.9254,-0.16,52.549999,3.03928,2.801
872,16730277,2.9074,-0.19,52.549999,2.9948,2.829
873,11083392,2.8933,-0.2,54.310001,3.03112,2.811
874,9876431,2.8778,-0.115,56.02,2.99554,2.8
875,10141725,2.8587,-0.103,55.290001,2.98961,2.838
876,17718110,2.8396,-0.01,54.610001,2.98739,2.857
877,11526173,2.8327,0.023,54.790001,2.96737,2.871
878,9644945,2.8295,0.065,54.790001,2.96367,2.846
879,11114667,2.8293,0.045,55.02,2.96218,2.861
880,13725751,2.832,0.032,55.43,2.99406,2.89
881,16576833,2.8404,0.079,55.34,2.97182,2.893
882,9480088,2.8496,0.093,55.59,3.03186,2.923
883,11458332,2.859,0.085,55.290001,3.08301,2.918
884,11376157,2.8697,0.061,54.689999,3.08375,2.951
885,10933360,2.8848,0.08,55.029999,3.12378,2.967
886,13753513,2.8977,0.121,55.040001,3.13787,2.99
887,19947961,2.911,0.129,55,3.09932,2.975
888,14320554,2.9214,0.085,44.150002,3.12601,2.954
889,17204535,2.9322,0.061,43.365002,3.11341,3.072
890,32246749,2.9533,0.149,44.709999,3.10377,3.14
891,26669982,2.9783,0.222,44.720001,3.13639,3.069
892,18209250,2.9959,0.118,43.43,3.04743,3.064
893,15785243,3.01,0.097,43.060001,3.09191,3.082
894,13004732,3.0264,0.092,43.064999,3.14973,3.087
895,12598927,3.04,0.112,43.360001,3.09561,3.09
896,11288277,3.0523,0.136,43.174999,3.13045,3.1
897,10057934,3.0633,0.028,43.645,3.1312,3.119
898,10006937,3.0777,-0.021,43.665001,3.13268,3.135
899,8994706,3.0958,0.066,44.32,3.07189,3.108
900,9823811,3.0994,0.044,44.43,2.91326,3.101
901,8682000,3.0955,0.019,43.634998,2.93994,3.048
902,9754731,3.0934,-0.039,43.200001,2.88287,3.082
903,5643637,3.0952,-0.008,43.305,2.88361,3.086
904,6027033,3.0956,-0.014,44.435001,2.81689,3.071
905,6828828,3.094,-0.048,44.790001,2.81689,3.074
906,7299489,3.0924,-0.061,44.48,2.79169,3.035
907,9650232,3.0859,-0.073,43.740002,2.77464,2.996
908,11881146,3.0736,-0.105,44.09,2.80651,3.009
909,8250982,3.061,-0.039,44.634998,2.81911,2.99
910,8046282,3.0492,-0.092,45.529999,2.77464,2.968
911,10115967,3.0359,-0.118,46.855,2.77464,2.968
912,6655213,3.0279,-0.103,46.5,2.76648,2.956
913,7206352,3.0153,-0.118,46.25,2.80206,2.945
914,9922518,3.0012,-0.09,44.849998,2.79613,2.957
915,8930799,2.9898,-0.039,44.805,2.83542,2.971
916,10697428,2.9795,-0.038,45.395,2.87175,2.955
917,7361435,2.9715,-0.035,42.91,2.86656,2.972
918,9167116,2.9691,0.004,38.599998,2.81689,2.946
919,9317513,2.9628,-0.022,38.740002,2.76648,2.925
920,10248444,2.9563,-0.031,39.465,2.77983,2.904
921,12468509,2.9499,-0.041,39.650002,2.77093,2.917
922,11623117,2.9448,-0.04,39.689999,2.68642,2.936
923,11171121,2.9428,-0.035,41.389999,2.71385,2.932
924,12152813,2.9415,-0.023,41.375,2.77983,2.965
925,12227909,2.9423,-0.007,41.255001,2.76871,2.984
926,13202465,2.9436,0.038,40.875,2.74499,2.935
927,20450373,2.9416,0.01,40.095001,2.74128,2.966
928,8500784,2.941,0.062,40.305,2.70051,2.99
929,8488944,2.9454,0.073,40.43,2.59895,3
930,9859255,2.9529,0.064,40.334999,2.6123,2.933
931,13002225,2.9558,0.001,39.985001,2.58783,2.855
932,21898053,2.9496,-0.11,39.465,2.60859,2.883
933,13374723,2.9443,-0.101,39.154999,2.55077,2.9
934,9811287,2.9411,-0.035,38.325001,2.54187,2.874
935,15030835,2.932,-0.092,38.32,2.53446,2.853
936,12309272,2.9189,-0.137,38.009998,2.52408,2.905
937,15307555,2.9159,-0.095,37.794998,2.51222,2.904
938,8117601,2.9097,-0.029,37.599998,2.51519,2.896
939,7133172,2.9003,0.041,37.040001,2.55077,2.891
940,11190171,2.8894,0.008,36.5,2.55818,2.922
941,11760805,2.8883,0.022,35.654999,2.64417,2.938
942,11631657,2.8966,0.064,36.174999,2.6286,2.945
943,7391136,2.9028,0.092,36.205002,2.62341,2.957
944,8120578,2.9085,0.052,34.985001,2.58339,2.984
945,14557469,2.9195,0.08,34.02,2.54854,2.955
946,10819587,2.9297,0.059,32.994999,2.50777,2.963
947,10511465,2.9355,0.072,32.105,2.5137,2.944
948,7422065,2.9395,0.022,32,2.5441,2.952
949,9634350,2.9451,0.014,31.885,2.56485,2.952
950,6527355,2.9512,0.007,31.155001,2.5693,2.98
951,12715242,2.957,0.023,31.9,2.55077,2.961
952,9966602,2.9593,-0.023,32.615002,2.57968,3.015
953,17822961,2.9663,0.06,32.235001,2.55077,2.987
954,10940589,2.9693,0.024,31.705,2.55151,2.964
955,9104331,2.9673,0.02,31.469999,2.55447,2.986
956,17933821,2.9704,0.034,32.145,2.44254,2.953
957,15473681,2.9694,0.001,34.810001,2.36248,2.95
958,12254519,2.97,-0.03,33.875,2.3825,2.964
959,11852073,2.9712,0.003,33.98,2.40103,2.983
960,13683575,2.9743,-0.032,35.384998,2.39213,2.986
961,13086956,2.9749,-0.001,34.419998,2.39584,2.97
962,9430178,2.9758,0.006,33.395,1.8547,2.959
963,10841450,2.9702,-0.027,34.205002,1.79614,2.958
964,10318961,2.9673,0.005,33.459999,1.76056,2.953
965,11069835,2.9662,0.003,35.189999,1.74944,2.95
966,14750588,2.9626,-0.014,34.154999,1.58042,2.945
967,9668801,2.9618,-0.038,32.669998,1.52705,2.95
968,11778745,2.9618,-0.036,32.259998,1.51964,2.995
969,16118267,2.9649,0.025,32.014999,1.31949,3.007
970,16904069,2.9673,0.048,32.77,1.42475,2.991
971,9616553,2.9678,0.033,33.400002,1.36486,2.96
972,21989180,2.9668,0.007,32.244999,1.20088,2.999
973,11908845,2.9708,0.049,31.945,1.2633,2.968
974,11285504,2.9718,0.023,32.945,1.22905,2.995
975,13429154,2.976,0.045,33.200001,1.12068,3.001
976,7803536,2.9811,0.006,33.389999,1.16382,2.981
977,6920550,2.9847,-0.026,32.84,1.10867,3.002
978,10239009,2.9899,0.011,31.799999,1.09384,3.025
979,12161293,2.9929,0.065,32.650002,1.05811,3.052
980,13218607,2.9974,0.053,31.68,1.04225,3.082
981,24300638,3.0065,0.114,31.915001,0.98354,3.053
982,13225705,3.0158,0.058,31.68,0.98784,3.043
983,15269908,3.0202,0.042,31.51,1.0335,3.038
984,12645468,3.0272,0.057,31.889999,1.10793,3.044
985,8635978,3.0321,0.042,32.525002,1.11045,2.993
986,37984289,3.0313,-0.032,32.41,1.1149,2.924
987,22989835,3.0256,-0.128,32.465,1.08628,2.926
988,20853556,3.018,-0.156,33.889999,1.20682,2.941
989,15407986,3.0096,-0.112,45.605,1.30896,2.898
990,13035935,2.9942,-0.145,47,1.20444,2.882
991,14115502,2.9742,-0.156,46.900002,1.20385,2.925
992,26014104,2.9614,-0.119,46.834999,1.20859,2.93
993,10761292,2.9501,-0.063,49.465,1.21245,2.94
994,10000031,2.9403,0.016,49.349998,1.22031,2.906
995,9486653,2.9265,-0.02,49.494999,1.24536,2.921
996,10018832,2.9193,-0.02,49.5,1.26404,2.909
997,5091098,2.9178,0.011,49.330002,1.26982,2.91
998,4783985,2.9162,0.028,49.400002,1.28687,2.913
999,5092725,2.9134,-0.012,49.400002,1.28524,2.908
1000,6228366,2.9144,-0.022,49.5,1.29666,2.907
1001,7874055,2.9169,-0.033,49.59,1.3358,2.871
1002,16397174,2.9115,-0.035,49.5,1.4381,2.904
1003,15392919,2.9089,-0.017,49.599998,1.42446,2.907
1004,12854885,2.9056,-0.002,49.5,1.42564,2.92
1005,11218985,2.907,0.01,49.490002,1.40044,2.9
1006,12024230,2.9049,-0.013,49.549999,1.54781,2.85
1007,14868922,2.899,-0.058,49.580002,1.43572,2.833
1008,13458281,2.8913,-0.074,49.639999,1.33936,2.845
1009,9560093,2.8845,-0.026,49.599998,1.36397,2.842
1010,8808935,2.8779,-0.062,49.75,1.33432,2.867
1011,9984036,2.8739,-0.04,49.549999,1.33076,2.847
1012,8888001,2.8715,-0.073,49.630001,1.27027,2.819
1013,15336174,2.863,-0.081,49.619999,1.32661,2.831
1014,11026466,2.8554,-0.019,49.549999,1.33135,2.868
1015,12770479,2.8502,0.035,49.57,1.35092,2.885
1016,11472082,2.8487,0.04,49.509998,1.41082,2.862
1017,9290240,2.8499,0.02,49.599998,1.37257,2.859
1018,10273575,2.8525,-0.008,49.599998,1.34054,2.885
1019,8761861,2.8565,0.038,49.619999,1.34766,2.86
1020,8451068,2.8583,0.041,49.57,1.32839,2.845
1021,10566066,2.8561,0.014,49.630001,1.2851,2.82
1022,20117452,2.8534,-0.048,49.77,1.28332,2.817
1023,15606216,2.8532,-0.068,49.669998,1.28391,2.781
1024,14745715,2.8482,-0.081,49.689999,1.26434,2.691
1025,19665586,2.8305,-0.168,49.84,1.24329,2.591
1026,28548185,2.8011,-0.294,49.459999,1.20978,2.66
1027,22937592,2.7809,-0.2,49.810001,1.23973,2.612
1028,18523181,2.7562,-0.233,49.57,1.20504,2.532
1029,19595674,2.7209,-0.288,49.549999,1.16204,2.586
1030,16649106,2.6935,-0.231,49.52,1.15611,2.57
1031,11686792,2.666,-0.211,49.560001,1.11401,2.587
1032,14379560,2.6427,-0.104,49.549999,1.16886,2.56
1033,13832160,2.617,-0.031,49.66,1.20237,2.591
1034,11066235,2.598,-0.069,49.5,1.21245,2.59
1035,7200676,2.5879,-0.022,49.599998,1.17865,2.595
1036,7917812,2.5883,0.063,49.439999,1.16234,2.587
1037,9723233,2.581,0.001,49.48,1.13565,2.589
1038,11231438,2.5787,0.019,49.400002,1.12616,2.633
1039,10252928,2.5888,0.046,49.400002,1.13002,2.639
1040,12358279,2.5941,0.079,49.349998,1.15611,2.591
1041,15233584,2.5962,0,49.439999,1.14929,2.57
1042,14256815,2.5945,-0.02,49.360001,1.16916,2.556
1043,14442712,2.5941,-0.039,49.490002,1.12261,2.49
1044,17357320,2.584,-0.097,49.740002,1.12083,2.503
1045,15468783,2.5753,-0.086,49.82,1.12409,2.542
1046,12523066,2.57,-0.091,49.810001,1.17123,2.509
1047,14025582,2.5622,-0.13,49.709999,1.15048,2.538
1048,15184288,2.5571,-0.053,49.5,1.17776,2.552
1049,8520225,2.549,-0.018,49.540001,1.16619,2.552
1050,8436730,2.5403,-0.004,49.5,1.16827,2.532
1051,10346937,2.5344,0.042,49.59,1.18013,2.517
1052,10379285,2.5291,0.014,49.450001,1.19703,2.489
1053,11288072,2.5224,-0.053,49.380001,1.19644,2.543
1054,21570076,2.5277,0.034,49.150002,1.22905,2.513
1055,9280558,2.5287,-0.025,49.349998,1.15878,2.467
1056,13350271,2.5212,-0.085,49.400002,1.09859,2.437
1057,14184572,2.514,-0.115,49.43,1.09028,2.414
1058,15389836,2.5016,-0.118,49.599998,1.07071,2.426
1059,14890130,2.489,-0.091,49.389999,1.06182,2.387
1060,10165658,2.4725,-0.102,49.25,1.02653,2.42
1061,14225852,2.4613,-0.123,49.349998,1.012,2.46
1062,15531047,2.4556,-0.053,49.599998,1.00133,2.437
1063,14994997,2.4504,-0.03,49.650002,0.99303,2.4
1064,15699265,2.4361,-0.037,49.650002,0.98324,2.396
1065,15870010,2.4244,-0.018,49.639999,0.97109,2.411
1066,24642435,2.4188,-0.015,49.57,1.0037,2.432
1067,18571907,2.4183,0.045,49.66,1.03751,2.464
1068,14172839,2.4233,0.044,49.740002,1.04195,2.432
1069,19320493,2.4239,-0.028,49.650002,1.06597,2.46
1070,16308119,2.4312,0.023,49.75,1.07931,2.477
1071,17312573,2.4369,0.077,49.799999,1.11252,2.481
1072,11062561,2.439,0.085,49.849998,1.12498,2.501
1073,12565852,2.4454,0.09,49.950001,1.18576,2.521
1074,13572181,2.4575,0.089,49.880001,1.21275,2.474
1075,21004209,2.4653,0.01,50,1.18369,2.473
1076,11557969,2.4715,0.041,49.950001,1.20859,2.419
1077,18614986,2.4702,-0.041,49.98,1.22965,2.453
1078,13055764,2.4691,-0.024,49.91,1.25278,2.443
1079,11120960,2.4702,-0.038,49.990002,1.22935,2.49
1080,20644953,2.4732,-0.011,49.959999,1.22461,2.599
1081,37540902,2.4854,0.078,49.799999,1.22639,2.546
1082,20804545,2.4919,0.072,49.75,1.15611,2.577
1083,16930274,2.4995,0.104,49.880001,1.17687,2.574
1084,17659917,2.5048,0.155,49.970001,1.18813,2.551
1085,9512235,2.5125,0.098,49.98,1.13802,2.542
1086,13001292,2.5194,0.099,49.830002,1.15166,2.543
1087,4513404,2.5318,0.053,49.91,1.12972,2.594
1088,16349037,2.5459,-0.005,49.810001,1.13476,2.596
1089,13595982,2.5612,0.05,49.849998,1.09859,2.573
1090,8994783,2.5695,-0.004,49.75,1.12676,2.536
1091,13053506,2.5632,-0.038,49.75,1.14425,2.507
1092,14133522,2.5593,-0.044,49.799999,1.1653,2.447
1093,21299528,2.5463,-0.095,49.82,1.16174,2.427
1094,18233021,2.5316,-0.116,49.82,1.1659,2.455
1095,16007444,2.522,-0.139,49.779999,1.31,2.42
1096,9650435,2.5098,-0.176,49.889999,1.26315,2.42
1097,7272482,2.4975,-0.153,49.880001,1.17153,2.424
1098,21232545,2.4805,-0.112,49.959999,2.42,2.408
1099,13722215,2.4617,-0.099,50.080002,3.15,2.371
1100,16021290,2.4415,-0.076,50.139999,3.107,2.351
1101,15062608,2.423,-0.076,50.18,3.019,2.351
1102,5097843,2.4074,-0.104,50.18,3.16,2.331
1103,15436023,2.3958,-0.089,50.139999,2.999,2.324
1104,13977455,2.3855,-0.096,50.200001,3.065,2.327
1105,17829729,2.3727,-0.097,50.139999,3.03,2.346
1106,14163707,2.3653,-0.062,50.060001,3.082,2.369
1107,9633035,2.3602,-0.002,50.060001,3.186,2.363
1108,14895570,2.3541,0.012,50.080002,3.195,2.365
1109,12813711,2.3498,0.014,50,3.247,2.415
1110,23814319,2.3542,0.084,50.060001,3.194,2.389
1111,16198276,2.358,0.065,50.080002,3.295,2.419
1112,15963679,2.3648,0.092,50.02,3.318,2.432
1113,14312258,2.3749,0.086,50.02,3.356,2.397
1114,13264804,2.3822,0.028,49.98,3.38,2.411
1115,14723299,2.3906,0.048,49.98,3.38,2.397
1116,39070415,2.3957,0.032,50.080002,3.37,2.382
1117,10038238,2.397,-0.033,50.139999,3.346,2.385
1118,12350508,2.3992,-0.004,50.060001,3.333,2.385
1119,13591320,2.4012,-0.034,50.099998,3.476,2.376
1120,10685911,2.3973,-0.056,50.18,3.422,2.424
1121,13636352,2.4008,0.027,50.040001,3.526,2.397
1122,8147657,2.3986,-0.014,50.139999,3.5,2.347
1123,14362821,2.3901,-0.05,50.040001,3.453,2.374
1124,13646498,2.3878,-0.008,50.060001,3.39,2.335
1125,12869461,2.3802,-0.05,50.080002,3.372,2.33
1126,16697379,2.3735,-0.055,49.82,3.49,2.304
1127,15573792,2.3657,-0.072,49.84,3.377,2.367
1128,15278424,2.3639,-0.057,49.950001,3.35,2.403
1129,14542461,2.3657,0.006,50.040001,3.174,2.414
1130,17755875,2.3695,0.067,49.880001,3.166,2.459
1131,18964987,2.373,0.085,49.98,3.284,2.472
1132,13080585,2.3805,0.137,50.060001,3.32,2.475
1133,10752768,2.3933,0.145,50.119999,3.236,2.46
1134,19309519,2.4019,0.156,50.220001,3.195,2.483
1135,12493725,2.4167,0.116,50.139999,3.209,2.464
1136,8674056,2.4301,0.061,50.220001,3.167,2.46
1137,7604835,2.4457,0.046,50.299999,3.144,2.411
1138,14989044,2.4501,-0.048,50.040001,3.093,2.412
1139,11641370,2.451,-0.06,49.919998,3.079,2.435
1140,12296085,2.4531,-0.04,49.700001,2.973,2.486
1141,20972592,2.4558,0.026,49.880001,2.998,2.48
1142,9598754,2.4566,-0.003,49.740002,3,2.456
1143,14160914,2.4547,-0.008,49.73,2.986,2.456
1144,9500605,2.4543,-0.004,49.799999,2.838,2.534
1145,29102840,2.4594,0.123,49.799999,2.798,2.555
1146,17264503,2.4685,0.143,49.830002,2.878,2.504
1147,12830646,2.4729,0.069,49.849998,2.764,2.475
1148,17077574,2.4793,-0.011,49.880001,2.852,2.456
1149,15216327,2.4837,-0.024,49.950001,2.878,2.429
1150,18776037,2.4831,-0.027,50,2.409,2.438
1151,16275482,2.4783,-0.018,49.900002,2.367,2.455
1152,10054785,2.4758,-0.079,49.849998,2.39,2.469
1153,9688306,2.4771,-0.086,49.810001,2.431,2.44
1154,13655037,2.4755,-0.064,49.860001,2.413,2.421
1155,14612505,2.4642,-0.054,49.740002,2.462,2.364
1156,13669662,2.4451,-0.092,49.939999,2.454,2.357
1157,7260910,2.4304,-0.072,49.759998,2.472,2.349
1158,9312305,2.4178,-0.089,49.860001,2.401,2.322
1159,13704418,2.4044,-0.133,49.98,2.336,2.329
1160,16921035,2.3944,-0.14,49.790001,2.396,2.292
1161,12913616,2.3798,-0.148,49.799999,2.36,2.264
1162,17421338,2.3607,-0.157,49.77,2.445,2.278
1163,11882115,2.3416,-0.086,49.799999,2.476,2.264
1164,16938024,2.324,-0.093,49.700001,2.655,2.25
1165,14812131,2.3069,-0.099,49.599998,2.676,2.234
1166,11754284,2.2939,-0.088,49.580002,2.74,2.24
1167,6045819,2.2822,-0.089,49.509998,2.822,2.226
1168,16391252,2.2699,-0.066,49.549999,2.782,2.231
1169,11109615,2.2608,-0.033,49.580002,2.774,2.2
1170,30231650,2.2479,-0.078,49.52,2.64,2.201
1171,18718132,2.2388,-0.063,50.02,2.592,2.198
1172,8757160,2.2322,-0.052,49.66,2.481,2.185
1173,18069762,2.2229,-0.049,49.77,2.468,2.188
1174,18978590,2.2153,-0.052,49.91,2.394,2.19
1175,14913907,2.2093,-0.036,50.299999,2.229,2.209
1176,18681055,2.2068,-0.022,50.360001,2.215,2.243
1177,13808749,2.2071,0.043,50.34,2.085,2.226
1178,14620617,2.2071,0.025,50.259998,2.151,2.237
1179,14130471,2.2077,0.039,50.220001,2.076,2.249
1180,14322598,2.2126,0.064,50.220001,2.135,2.275
1181,20084744,2.22,0.087,50.220001,2.149,2.266
1182,14034861,2.2268,0.076,50.34,2.104,2.29
1183,13472879,2.2373,0.081,50.139999,2.112,2.274
1184,13395475,2.2459,0.031,50.099998,2.118,2.317
1185,14195510,2.2586,0.091,50.080002,2.229,2.336
1186,25219183,2.2713,0.099,50.139999,2.285,2.294
1187,13209694,2.2764,0.045,50.200001,2.282,2.31
1188,10991918,2.2848,0.035,50.259998,2.245,2.31
1189,12230190,2.2921,0.044,50.200001,2.285,2.339
1190,12997263,2.3011,0.049,50.099998,2.383,2.272
1191,18638558,2.3008,-0.002,50.200001,2.323,2.287
1192,11252583,2.3029,-0.03,50.060001,2.294,2.25
1193,11902493,2.2989,-0.086,50.16,2.34,2.27
1194,8902399,2.2985,-0.024,50.099998,2.379,2.264
1195,10681874,2.2932,-0.046,50.200001,2.442,2.268
1196,9792215,2.2864,-0.042,50.220001,2.446,2.259
1197,11313688,2.2829,-0.08,50.16,2.367,2.256
1198,9828424,2.2775,-0.016,50.060001,2.326,2.319
1199,25230637,2.2784,0.032,50.080002,2.434,2.321
1200,20371409,2.2766,0.071,49.900002,2.308,2.228
1201,26375790,2.2722,-0.042,50.099998,2.344,2.301
1202,16277775,2.2736,0.037,50.099998,2.363,2.325
1203,16468893,2.2811,0.057,50.099998,2.447,2.372
1204,19905836,2.2913,0.113,50.279999,2.327,2.384
1205,19829308,2.3033,0.128,50.380001,2.365,2.405
1206,15789701,2.317,0.086,50.360001,2.319,2.374
1207,11993255,2.3285,0.053,50.439999,2.282,2.331
1208,14082101,2.336,0.103,50.259998,2.14,2.386
1209,22382419,2.3427,0.085,50.259998,2.106,2.359
1210,16999912,2.3465,0.034,50.240002,2.05,2.287
1211,17829964,2.3524,-0.085,50.299999,2.017,2.308
1212,12330898,2.3531,-0.076,50.299999,2.061,2.314
1213,10737717,2.352,-0.091,50.299999,2.076,2.336
1214,17165111,2.3484,-0.038,50.360001,2.107,2.364
1215,14686748,2.3464,0.033,50.400002,2.072,2.336
1216,12516978,2.3395,-0.05,50.459999,2.137,2.371
1217,14153265,2.3392,0.012,50.540001,2.143,2.369
1218,15922306,2.343,0.082,50.5,2.174,2.39
1219,11415701,2.3434,0.082,50.5,2.32,2.386
1220,7641919,2.3461,0.072,50.540001,2.307,2.385
1221,7851457,2.3559,0.049,50.5,2.224,2.377
1222,6508896,2.3628,0.013,50.66,2.13,2.41
1223,12704894,2.3724,0.074,50.779999,2.144,2.434
1224,13878620,2.3822,0.063,50.720001,2.168,2.4
1225,17273989,2.3858,0.031,50.740002,2.158,2.4
1226,10907591,2.3922,0.01,50.580002,2.112,2.408
1227,9090419,2.3959,0.022,50.599998,2.069,2.36
1228,19785340,2.395,-0.025,50.560001,1.99,2.39
1229,14381895,2.395,0.013,50.619999,2.02,2.341
1230,15117326,2.3905,-0.069,50.560001,1.78,2.383
1231,9587955,2.3903,-0.051,50.580002,1.557,2.52
1232,34573855,2.4046,0.12,50.599998,1.643,2.504
1233,23085149,2.414,0.104,50.639999,1.7,2.551
1234,28628138,2.4257,0.143,50.560001,1.8495,2.537
1235,14575180,2.4394,0.177,50.599998,1.85,2.613
1236,31603706,2.4607,0.223,50.560001,2.139,2.621
1237,18946266,2.482,0.28,50.599998,2.168,2.651
1238,20100702,2.5111,0.268,50.560001,2.236,2.652
1239,14810604,2.5373,0.132,50.599998,2.249,2.58
1240,26695611,2.5612,0.076,50.5,2.12,2.627
1241,18743715,2.5856,0.076,50.599998,2.112,2.567
1242,12115008,2.5903,0.03,50.52,1.9445,2.588
1243,19344365,2.5987,-0.025,50.759998,1.987,2.642
1244,18151798,2.6078,0.021,50.779999,2.069,2.564
1245,23426019,2.6105,-0.087,50.779999,2.038,2.624
1246,16764138,2.6116,-0.028,50.740002,2.029,2.62
1247,11888884,2.6115,0.04,50.720001,1.993,2.596
1248,20221271,2.606,-0.031,50.700001,1.969,2.605
1249,14363720,2.6013,0.038,50.700001,1.998,2.547
1250,21572333,2.598,-0.041,50.619999,1.8965,2.55
1251,27788276,2.5903,-0.092,50.48,1.805,2.518
1252,2691267,2.5854,-0.046,50.580002,1.679,2.482
1253,15326092,2.5748,-0.142,50.68,1.6065,2.524
1254,11540667,2.563,-0.096,50.619999,1.72,2.56
1255,3598292,2.5626,-0.036,50.66,1.699,2.545
1256,8738009,2.5547,-0.06,50.759998,1.694,2.569
1257,16535304,2.5496,0.022,50.700001,1.6675,2.583
1258,15652725,2.5483,0.033,50.720001,1.8405,2.552
1259,12176347,2.543,0.034,50.720001,1.852,2.503
1260,20492610,2.5386,0.021,50.740002,1.8465,2.491
1261,15605765,2.5327,-0.033,50.720001,1.8285,2.496
1262,16429003,2.5305,-0.064,50.68,1.914,2.507
1263,11208648,2.533,-0.038,50.68,1.9115,2.472
1264,11574857,2.5278,-0.097,50.68,1.7575,2.473
1265,14198900,2.5191,-0.11,50.700001,1.729,2.47
1266,13640391,2.5116,-0.082,50.68,1.6985,2.498
1267,14307907,2.5045,-0.005,50.68,1.6865,2.525
1268,15998977,2.4987,0.034,50.700001,1.7365,2.491
1269,9370983,2.4926,-0.005,50.700001,1.7385,2.495
1270,13081915,2.4918,-0.012,50.68,1.7135,2.489
1271,13964101,2.4916,0.017,50.639999,1.73,2.477
1272,11753978,2.4897,0.004,50.700001,1.78,2.521
1273,22602252,2.4911,0.051,50.599998,1.795,2.546
1274,24812809,2.4985,0.048,50.599998,1.802,2.508
1275,19108530,2.502,-0.017,50.619999,1.7925,2.529
1276,42062722,2.5079,0.038,50.619999,1.843,2.687